key_bits,recovered_zeros_x,recovered_zeros_y,wrong_zeros_x,wrong_zeros_y,queries,traces,calibration_traces,threshold,tpr,tnr,attack_tpr,attack_tnr,duration_seconds,test_outcomes_0_false,test_outcomes_0_true,test_outcomes_1_false,test_outcomes_1_true,test_outcomes_2_false,test_outcomes_2_true
17669,10693,10278,0,0,1271,,,,,,1,1,0.268892288,504,325,208,117,0,117
17669,10836,9958,0,0,2263,,,,,,1,1,0.463001666,962,579,436,143,1,142
17669,9242,11555,0,0,3247,,,,,,1,1,0.671463803,1439,817,643,174,0,174
17669,10636,10241,0,2,1734,,,,,,1,1,0.355518902,743,431,302,129,0,129
17669,10828,10001,0,0,4086,,,,,,1,1,0.845053697,1936,982,796,186,0,186
17669,9626,11168,2,2,4519,,,,,,1,1,0.923492391,2140,1081,864,217,3,214
17669,11094,10050,2,0,4897,,,,,,1,1,1.008716439,2272,1212,1011,201,3,198
17669,11067,9730,0,0,5007,,,,,,1,1,1.045786369,2368,1234,1063,171,0,171
17669,11042,10034,0,2,5464,,,,,,1,1,1.115113699,2670,1304,1118,186,3,183
17669,9734,11062,0,4,5612,,,,,,1,1,1.156849957,2687,1372,1191,181,3,178
17669,9844,10953,0,0,6315,,,,,,1,1,1.287537039,3023,1543,1337,206,0,206
17669,10500,10302,0,0,6780,,,,,,1,1,1.4118674310000001,3240,1669,1467,202,1,201
17669,9264,11571,0,0,3603,,,,,,1,1,0.797483697,1551,946,786,160,0,160
17669,10333,10724,0,2,4095,,,,,,1,1,0.831778633,1906,1003,820,183,0,183
17669,10929,9868,0,0,8207,,,,,,1,1,1.695294479,3997,2004,1802,202,1,201
17669,11540,9393,0,0,2801,,,,,,1,1,0.569247245,1249,697,539,158,0,158
17669,9888,10907,0,0,3648,,,,,,1,1,0.749946998,1693,897,736,161,0,161
17669,11149,9939,3,0,8516,,,,,,1,1,1.786248719,3956,2163,1929,234,3,231
17669,10598,10226,0,0,2962,,,,,,1,1,0.600613774,1268,764,598,166,1,165
17669,11451,9414,2,0,4133,,,,,,1,1,0.85895966,1937,1005,819,186,0,186
17669,9894,10934,0,0,5266,,,,,,1,1,1.075148864,2531,1274,1087,187,0,187
17669,10129,10667,2,0,1640,,,,,,1,1,0.339853808,718,404,290,114,1,113
17669,10568,10312,0,0,5553,,,,,,1,1,1.199271715,2599,1373,1165,208,0,208
17669,10862,10015,2,0,3086,,,,,,1,1,0.628704003,1397,763,600,163,0,163
17669,11648,9258,0,0,2873,,,,,,1,1,0.58977746,1295,717,573,144,1,143
17669,10390,10406,0,0,12881,,,,,,1,1,2.706797974,6313,3138,2846,292,1,291
17669,10446,10417,0,2,5408,,,,,,1,1,1.209974498,2487,1352,1135,217,4,213
17669,10480,10323,0,2,5504,,,,,,1,1,1.139004918,2616,1357,1183,174,1,173
17669,10515,10393,0,0,3314,,,,,,1,1,0.686074685,1468,843,683,160,1,159
17669,10328,10466,0,0,12489,,,,,,1,1,2.581884836,6257,2991,2741,250,3,247
17669,10838,10108,0,2,11996,,,,,,1,1,2.44282566,5925,2922,2695,227,5,222
17669,9972,10825,0,0,1710,,,,,,1,1,0.353017602,725,430,305,125,0,125
17669,10715,10100,0,0,9608,,,,,,1,1,1.9366257980000001,4626,2367,2119,248,0,248
17669,11414,9393,2,0,1775,,,,,,1,1,0.363508832,781,434,308,126,0,126
17669,10479,10604,2,1,10408,,,,,,1,1,2.090737621,5006,2574,2320,254,1,253
17669,10144,10650,0,2,1944,,,,,,1,1,0.405041858,770,514,368,146,1,145
17669,9519,11276,0,4,13008,,,,,,1,1,2.631951299,6417,3174,2931,243,3,240
17669,10155,10997,2,0,1848,,,,,,1,1,0.381658218,743,478,329,149,1,148
17669,10548,10530,0,0,3847,,,,,,1,1,0.77905336,1737,969,797,172,0,172
17669,10136,10677,0,0,1005,,,,,,1,1,0.214564473,356,271,164,107,0,107
17669,10936,10047,0,2,27163,,,,,,1,1,5.716597814,13995,6442,6158,284,1,283
17669,10753,10213,2,0,4510,,,,,,1,1,0.915630107,2112,1107,923,184,2,182
17669,10549,9811,0,2,35399,,,,,,1,1,7.16056413,18490,8291,7964,327,4,323
17669,10896,9351,1,1,35493,,,,,,1,1,7.179198751,18662,8276,7997,279,1,278
17669,9989,10379,0,0,36039,,,,,,1,1,7.347742144,18647,8527,8189,338,2,336
17669,9514,10878,2,0,36244,,,,,,1,1,7.409130355,18260,8847,8557,290,3,287
17669,10249,10018,0,4,36896,,,,,,1,1,7.418992158,18747,8919,8608,311,2,309
17669,10280,9746,0,2,36747,,,,,,1,1,7.463923656,18798,8820,8511,309,2,307
17669,9137,10221,3,0,36359,,,,,,1,1,7.504620592,18672,8696,8401,295,4,291
17669,10199,9012,2,0,37527,,,,,,1,1,7.617112377,19360,8944,8665,279,1,278
17669,10535,10561,2,0,2600,,,,,,1,1,0.527402358,1142,659,519,140,1,139
