key_bits,recovered_zeros_x,recovered_zeros_y,wrong_zeros_x,wrong_zeros_y,queries,traces,calibration_traces,threshold,tpr,tnr,attack_tpr,attack_tnr,duration_seconds,test_outcomes_0_false,test_outcomes_0_true,test_outcomes_1_false,test_outcomes_1_true,test_outcomes_2_false,test_outcomes_2_true
17669,8399,10271,0,0,759,,,,,,1,1,0.161590808,267,206,126,80,0,80
17669,10344,8575,0,0,944,,,,,,1,1,0.201189672,365,244,153,91,0,91
17669,10087,8586,0,2,963,,,,,,1,1,0.211890352,334,270,181,89,0,89
17669,8965,9704,0,0,986,,,,,,1,1,0.223079277,389,254,165,89,0,89
17669,9537,9304,0,0,1031,,,,,,1,1,0.255905734,414,264,175,89,0,89
17669,8546,10172,0,0,1276,,,,,,1,1,0.274503895,518,323,211,112,1,111
17669,9808,9117,0,2,1614,,,,,,1,1,0.34809581,669,416,303,113,1,112
17669,9244,9725,0,0,1999,,,,,,1,1,0.408598527,858,512,395,117,0,117
17669,9522,9213,0,2,1928,,,,,,1,1,0.410828846,792,512,400,112,0,112
17669,9970,8826,0,0,1745,,,,,,1,1,0.412602979,773,435,333,102,0,102
17669,9367,9316,0,0,1090,,,,,,1,1,0.225862154,405,296,203,93,0,93
17669,9995,8737,0,0,2325,,,,,,1,1,0.474839787,1072,564,439,125,0,125
17669,9583,9155,0,0,2327,,,,,,1,1,0.480729024,1039,584,464,120,0,120
17669,9051,9623,0,0,1096,,,,,,1,1,0.230019248,430,285,189,96,0,96
17669,9896,8778,0,2,1066,,,,,,1,1,0.228003492,417,277,182,95,0,95
17669,9513,9163,0,0,1434,,,,,,1,1,0.305552719,560,379,263,116,0,116
17669,9318,9521,0,0,2489,,,,,,1,1,0.533122373,1120,622,497,125,0,125
17669,10124,8770,3,0,2798,,,,,,1,1,0.574125616,1314,663,505,158,0,158
17669,8369,10483,2,0,2718,,,,,,1,1,0.574561202,1191,693,552,141,0,141
17669,10287,8415,0,0,1531,,,,,,1,1,0.373876327,630,393,278,115,2,113
17669,9176,9501,0,0,3001,,,,,,1,1,0.632468415,1283,780,622,158,1,157
17669,9296,9373,0,0,3215,,,,,,1,1,0.65522059,1432,822,683,139,1,138
17669,9769,9036,2,0,1199,,,,,,1,1,0.250503433,482,310,213,97,0,97
17669,8545,10220,0,0,973,,,,,,1,1,0.204832621,394,243,150,93,0,93
17669,9105,9591,0,0,1075,,,,,,1,1,0.224777529,427,274,174,100,0,100
17669,9930,8768,0,0,2203,,,,,,1,1,0.458725969,937,570,444,126,0,126
17669,9472,9212,0,0,1684,,,,,,1,1,0.344120279,688,439,321,118,0,118
17669,8825,9999,0,0,1095,,,,,,1,1,0.227908479,425,287,191,96,0,96
17669,9774,8924,0,0,2280,,,,,,1,1,0.480849405,988,577,439,138,1,137
17669,9981,8736,0,0,2485,,,,,,1,1,0.513772473,1078,633,492,141,0,141
17669,9333,9346,0,0,4745,,,,,,1,1,0.964180502,2210,1187,1026,161,1,160
17669,8793,9901,0,0,1004,,,,,,1,1,0.218023262,389,263,174,89,1,88
17669,8535,10154,0,0,1674,,,,,,1,1,0.355436287,752,403,287,116,1,115
17669,9008,9854,0,0,763,,,,,,1,1,0.1647917,276,205,128,77,0,77
17669,8567,10156,0,0,2073,,,,,,1,1,0.478390864,891,532,414,118,0,118
17669,10334,8481,0,0,1115,,,,,,1,1,0.231620498,477,272,178,94,0,94
17669,10374,8458,0,0,2712,,,,,,1,1,0.560187866,1189,688,541,147,0,147
17669,8058,10893,0,0,927,,,,,,1,1,0.19787175,367,233,139,94,0,94
17669,9808,9092,0,0,2954,,,,,,1,1,0.61515801,1322,746,606,140,0,140
17669,9544,9140,0,0,2484,,,,,,1,1,0.507758625,1117,614,475,139,0,139
17669,8849,10126,0,2,2479,,,,,,1,1,0.547027545,1166,585,442,143,1,142
17669,9072,9609,0,0,4130,,,,,,1,1,0.835672254,1881,1035,856,179,0,179
17669,10208,8635,0,0,3094,,,,,,1,1,0.689365073,1348,794,636,158,0,158
17669,8878,9795,0,0,2835,,,,,,1,1,0.581921859,1262,721,590,131,0,131
