key_bits,recovered_zeros_x,recovered_zeros_y,wrong_zeros_x,wrong_zeros_y,queries,traces,calibration_traces,threshold,tpr,tnr,attack_tpr,attack_tnr,duration_seconds,test_outcomes_0_false,test_outcomes_0_true,test_outcomes_1_false,test_outcomes_1_true,test_outcomes_2_false,test_outcomes_2_true
17669,8056,9695,0,0,3059,,,,,,1,1,0.265784948,161,130,64,66,0,66
17669,9029,8745,0,0,3288,,,,,,1,1,0.287199322,163,150,85,65,0,65
17669,8069,9626,2,0,3334,,,,,,1,1,0.287464815,175,140,73,67,0,67
17669,9431,8266,0,0,3426,,,,,,1,1,0.29024714,179,143,74,69,0,69
17669,7777,10020,0,0,3166,,,,,,1,1,0.294283629,160,143,79,64,0,64
17669,8904,8778,0,0,4019,,,,,,1,1,0.351063637,225,170,100,70,0,70
17669,8783,8916,0,0,4133,,,,,,1,1,0.355278009,210,187,112,75,0,75
17669,9462,8223,0,0,4058,,,,,,1,1,0.362790391,210,185,115,70,0,70
17669,9121,8816,0,0,4481,,,,,,1,1,0.38386905,257,184,106,78,1,77
17669,7834,9843,0,0,4668,,,,,,1,1,0.394967307,291,192,113,79,1,78
17669,9607,8448,0,2,4689,,,,,,1,1,0.398652372,241,218,136,82,0,82
17669,7836,9854,0,0,4814,,,,,,1,1,0.410022792,300,194,114,80,0,80
17669,9142,8699,0,0,5006,,,,,,1,1,0.420653673,320,199,125,74,0,74
17669,3840,14208,15,50,1019,,,,,,0.5031446540880503,1,0.097192814,1,56,0,56,9,47
17669,8740,9057,0,0,5172,,,,,,1,1,0.469098039,291,230,151,79,1,78
17669,8689,9288,0,0,5894,,,,,,1,1,0.501124982,342,258,172,86,0,86
17669,8740,8947,0,2,6890,,,,,,1,1,0.592592946,430,289,201,88,0,88
17669,9185,8537,1,0,6999,,,,,,1,1,0.603466611,468,281,190,91,0,91
17669,8535,9180,0,0,4477,,,,,,1,1,0.380079013,248,205,128,77,0,77
17669,8198,9500,0,0,3374,,,,,,1,1,0.291332582,193,142,73,69,1,68
17669,9190,8564,0,0,3128,,,,,,1,1,0.266269444,176,127,65,62,1,61
17669,9142,8542,0,0,7965,,,,,,1,1,0.67745599,541,316,216,100,0,100
17669,9006,9026,0,2,4656,,,,,,1,1,0.393799902,288,192,116,76,0,76
17669,8632,9045,0,0,4720,,,,,,1,1,0.398977736,293,193,122,71,0,71
17669,9460,8307,0,0,6652,,,,,,1,1,0.717524274,427,276,185,91,0,91
17669,9175,8508,0,0,8563,,,,,,1,1,0.722967021,573,349,241,108,0,108
17669,8883,8963,0,0,4609,,,,,,1,1,0.391035089,284,192,117,75,0,75
17669,7821,9854,2,0,9192,,,,,,1,1,0.792150681,585,390,289,101,0,101
17669,8832,8848,0,0,4834,,,,,,1,1,0.407875336,274,205,119,86,0,86
17669,9329,8397,0,0,9612,,,,,,1,1,0.807095065,685,380,283,97,0,97
17669,8619,9062,0,0,4727,,,,,,1,1,0.397621839,279,193,115,78,0,78
17669,8871,9096,0,0,6467,,,,,,1,1,0.545370976,380,287,196,91,0,91
17669,9521,8374,0,0,7019,,,,,,1,1,0.586477752,457,284,196,88,0,88
17669,8269,9521,0,0,6035,,,,,,1,1,0.507820905,357,265,181,84,0,84
17669,8038,9713,0,0,3403,,,,,,1,1,0.348974351,182,152,85,67,1,66
17669,8046,9667,0,0,4086,,,,,,1,1,0.347565284,210,182,108,74,0,74
17669,8811,9111,0,2,4768,,,,,,1,1,0.408251891,311,189,114,75,0,75
17669,10229,7467,0,0,3453,,,,,,1,1,0.293085224,172,152,85,67,0,67
17669,9087,8592,0,0,13449,,,,,,1,1,1.122672236,940,554,441,113,0,113
17669,9328,8479,0,1,8590,,,,,,1,1,0.731770269,548,360,256,104,0,104
17669,9167,8594,0,0,4686,,,,,,1,1,0.493291935,286,201,127,74,0,74
17669,9141,8536,0,0,7514,,,,,,1,1,0.660019336,499,306,207,99,0,99
17669,8601,9106,0,0,5767,,,,,,1,1,0.494100496,344,244,157,87,0,87
17669,9024,8706,2,0,3197,,,,,,1,1,0.350804294,163,145,83,62,0,62
17669,7663,10045,0,0,7381,,,,,,1,1,0.621489113,458,313,212,101,0,101
17669,10043,7672,0,0,4031,,,,,,1,1,0.347573644,233,172,100,72,0,72
17669,8991,8692,0,0,4176,,,,,,1,1,0.353204974,242,181,113,68,0,68
17669,8577,9102,0,0,8832,,,,,,1,1,0.739875388,551,380,273,107,0,107
17669,9758,8032,0,0,9607,,,,,,1,1,0.818734969,594,410,307,103,0,103
17669,9462,8516,0,2,11395,,,,,,1,1,1.041526668,813,450,342,108,0,108
17669,9310,8372,1,0,10073,,,,,,0.9983766233766234,1,0.842582872,680,418,319,99,0,99
17669,8637,9133,0,0,6645,,,,,,1,1,0.556671206,422,273,176,97,0,97
17669,9255,8474,0,0,8408,,,,,,1,1,0.768272727,519,352,249,103,0,103
17669,9272,8404,0,0,4544,,,,,,1,1,0.395510894,273,197,116,81,0,81
17669,9518,8198,0,0,9690,,,,,,1,1,0.865868928,646,410,312,98,0,98
17669,8610,9083,0,0,7825,,,,,,1,1,0.655706373,534,320,229,91,0,91
17669,8596,9447,0,0,9837,,,,,,1,1,0.822644796,676,403,304,99,0,99
17669,8280,9416,0,0,2786,,,,,,1,1,0.240716671,136,125,59,66,0,66
17669,9034,8888,2,0,3986,,,,,,1,1,0.343823178,234,169,95,74,0,74
17669,8371,9408,0,0,6419,,,,,,1,1,0.537000714,408,261,176,85,0,85
17669,9053,8636,0,0,8867,,,,,,1,1,0.744817849,555,382,282,100,1,99
17669,9128,8567,0,0,14769,,,,,,1,1,1.265227889,1070,589,466,123,0,123
17669,9091,8586,0,0,4043,,,,,,1,1,0.35127052,213,183,109,74,0,74
17669,7785,9905,0,0,4103,,,,,,1,1,0.347189149,253,163,89,74,0,74
17669,10351,7323,0,0,22718,,,,,,1,1,1.97283874,1665,901,752,149,0,149
17669,8435,9321,0,0,3787,,,,,,1,1,0.336619741,208,165,92,73,0,73
17669,8447,9482,0,0,7706,,,,,,1,1,0.644712788,439,347,246,101,2,99
17669,8683,9326,0,0,7065,,,,,,1,1,0.597947704,456,279,190,89,0,89
17669,9438,8253,0,0,11175,,,,,,1,1,0.947185459,765,456,352,104,1,103
17669,7798,9892,0,0,3590,,,,,,1,1,0.305776361,203,154,87,67,0,67
