key_bits,recovered_zeros_x,recovered_zeros_y,wrong_zeros_x,wrong_zeros_y,queries,traces,calibration_traces,threshold,tpr,tnr,attack_tpr,attack_tnr,duration_seconds,test_outcomes_0_false,test_outcomes_0_true,test_outcomes_1_false,test_outcomes_1_true,test_outcomes_2_false,test_outcomes_2_true
17669,11022,9888,0,0,33341,,,,,,1,1,6.802515537,17897,7564,7248,316,2,314
17669,10053,11440,2,0,33578,,,,,,1,1,6.85135747,17208,8036,7738,298,1,297
17669,10848,11286,0,0,34304,,,,,,1,1,7.026891,17591,8190,7857,333,2,331
17669,11859,9603,2,0,35261,,,,,,1,1,7.107703504,17951,8504,8202,302,2,300
17669,11742,10467,0,2,35191,,,,,,1,1,7.117741202,18008,8441,8140,301,2,299
17669,10701,10785,0,2,34947,,,,,,1,1,7.118661015,18390,8126,7821,305,1,304
17669,9853,11346,2,2,34886,,,,,,1,1,7.180281845,18279,8118,7747,371,17,354
17669,10061,12227,2,2,34427,,,,,,1,1,7.229739416,17940,8090,7783,307,2,305
17669,11156,9635,0,2,35632,,,,,,1,1,7.270693522,18118,8603,8295,308,2,306
17669,10516,10759,2,0,36129,,,,,,1,1,7.318788354,18575,8612,8282,330,2,328
17669,10611,9278,2,0,35315,,,,,,1,1,7.378902153,18625,8204,7922,282,4,278
17669,10896,9351,1,1,35443,,,,,,1,1,7.4534058309999995,18631,8267,7989,278,1,277
17669,10902,10424,4,0,36259,,,,,,1,1,7.512690389,18595,8676,8364,312,6,306
17669,11142,10261,2,0,36651,,,,,,1,1,7.553970177,18945,8700,8394,306,1,305
17669,9812,9487,0,2,36495,,,,,,1,1,7.563697951,18649,8785,8509,276,2,274
17669,11397,9582,0,2,37486,,,,,,1,1,7.571829494,18927,9128,8825,303,2,301
17669,11500,10477,2,0,36100,,,,,,1,1,7.615771629,18531,8618,8285,333,1,332
17669,9514,10878,2,0,36228,,,,,,1,1,7.634221243,18261,8841,8556,285,6,279
17669,10446,9804,2,0,37283,,,,,,1,1,7.726262852,19089,8942,8632,310,4,306
17669,11338,11019,2,2,37221,,,,,,1,1,7.772614462,18932,8963,8600,363,4,359
17669,11337,8526,2,1,37403,,,,,,1,1,7.776610036,18936,9092,8809,283,2,281
17669,10378,9698,0,0,36868,,,,,,1,1,7.784640227,19079,8741,8434,307,0,307
17669,10199,9012,2,0,37722,,,,,,1,1,8.001587118,19465,8986,8701,285,1,284
17669,10588,9348,4,2,38551,,,,,,1,1,8.420463954,19547,9343,9025,318,5,313
17669,11965,10908,2,0,33190,,,,,,1,1,6.900355222,17605,7644,7347,297,4,293
17669,10798,10644,2,0,35905,,,,,,1,1,7.326653759,18438,8578,8267,311,4,307
17669,10869,9971,0,0,31977,,,,,,1,1,6.723712647,16998,7351,7074,277,1,276
17669,10459,9714,0,0,35253,,,,,,1,1,7.192882786,18142,8410,8119,291,1,290
17669,10003,11079,0,0,35513,,,,,,1,1,7.264708305,18446,8374,8055,319,1,318
17669,9981,11955,0,0,35675,,,,,,1,1,7.4927645,18098,8630,8313,317,3,314
17669,11049,10704,0,1,35708,,,,,,1,1,7.455211512,18478,8451,8123,328,5,323
17669,10899,11023,2,2,34536,,,,,,1,1,7.267565804,18183,8016,7695,321,1,320
17669,9415,11981,0,6,34050,,,,,,1,1,7.233710468,17877,7945,7662,283,3,280
17669,9380,9052,0,0,38900,,,,,,1,1,7.900116625,19572,9508,9196,312,1,311
17669,10341,8234,0,0,36789,,,,,,1,1,7.565289308,18950,8788,8525,263,2,261
17669,10485,11156,0,0,35304,,,,,,1,1,7.30935317,18286,8354,8044,310,1,309
17669,11393,10831,2,0,33362,,,,,,1,1,7.191882871,17427,7830,7555,275,0,275
17669,10377,10543,0,0,36314,,,,,,1,1,7.4364515319999995,18750,8619,8293,326,4,322
17669,10096,10070,0,2,36985,,,,,,1,1,7.556464517,18966,8864,8573,291,3,288
17669,10475,10664,0,0,36747,,,,,,1,1,7.512588512,18709,8846,8500,346,2,344
